Country,Requests,Dates
NU,3000,2015-07-01 00:00:00
TV,2000,2015-07-01 00:00:00
WF,2000,2015-07-01 00:00:00
CX,1000,2015-07-01 00:00:00
SJ,1000,2015-07-01 00:00:00
CC,1000,2015-07-01 00:00:00
US,3359291000,2015-08-01 00:00:00
GB,734051000,2015-08-01 00:00:00
IN,471471000,2015-08-01 00:00:00
CA,339814000,2015-08-01 00:00:00
AU,241681000,2015-08-01 00:00:00
IR,192871000,2015-08-01 00:00:00
DE,181154000,2015-08-01 00:00:00
--,129179000,2015-08-01 00:00:00
PH,105277000,2015-08-01 00:00:00
FR,94488000,2015-08-01 00:00:00
NL,63262000,2015-08-01 00:00:00
IE,59027000,2015-08-01 00:00:00
RU,57121000,2015-08-01 00:00:00
MY,55322000,2015-08-01 00:00:00
CN,54601000,2015-08-01 00:00:00
SG,54340000,2015-08-01 00:00:00
SE,53101000,2015-08-01 00:00:00
BR,51655000,2015-08-01 00:00:00
IT,50526000,2015-08-01 00:00:00
NO,49174000,2015-08-01 00:00:00
KR,47185000,2015-08-01 00:00:00
JP,45888000,2015-08-01 00:00:00
ID,45095000,2015-08-01 00:00:00
ES,44317000,2015-08-01 00:00:00
NZ,43636000,2015-08-01 00:00:00
ZA,42577000,2015-08-01 00:00:00
PK,42549000,2015-08-01 00:00:00
PL,36329000,2015-08-01 00:00:00
MX,36151000,2015-08-01 00:00:00
TR,33661000,2015-08-01 00:00:00
RO,30522000,2015-08-01 00:00:00
GR,30433000,2015-08-01 00:00:00
FI,28802000,2015-08-01 00:00:00
DK,27795000,2015-08-01 00:00:00
TH,27681000,2015-08-01 00:00:00
AE,27571000,2015-08-01 00:00:00
HK,27218000,2015-08-01 00:00:00
BE,25499000,2015-08-01 00:00:00
VN,24833000,2015-08-01 00:00:00
IL,24095000,2015-08-01 00:00:00
TW,23822000,2015-08-01 00:00:00
CH,22266000,2015-08-01 00:00:00
SA,22172000,2015-08-01 00:00:00
BG,19861000,2015-08-01 00:00:00
PT,19635000,2015-08-01 00:00:00
UA,19193000,2015-08-01 00:00:00
RS,18337000,2015-08-01 00:00:00
HR,16476000,2015-08-01 00:00:00
HU,16335000,2015-08-01 00:00:00
CZ,16019000,2015-08-01 00:00:00
BD,15573000,2015-08-01 00:00:00
AR,15567000,2015-08-01 00:00:00
NG,14887000,2015-08-01 00:00:00
AT,14270000,2015-08-01 00:00:00
EG,13298000,2015-08-01 00:00:00
CO,10516000,2015-08-01 00:00:00
CL,9693000,2015-08-01 00:00:00
LK,9269000,2015-08-01 00:00:00
SI,8849000,2015-08-01 00:00:00
KE,7929000,2015-08-01 00:00:00
SK,7593000,2015-08-01 00:00:00
LT,7514000,2015-08-01 00:00:00
PE,7085000,2015-08-01 00:00:00
QA,6396000,2015-08-01 00:00:00
LV,6347000,2015-08-01 00:00:00
PR,6143000,2015-08-01 00:00:00
NP,6084000,2015-08-01 00:00:00
KW,6081000,2015-08-01 00:00:00
BA,5804000,2015-08-01 00:00:00
EE,5760000,2015-08-01 00:00:00
VE,5421000,2015-08-01 00:00:00
MA,5272000,2015-08-01 00:00:00
MK,4940000,2015-08-01 00:00:00
GH,4908000,2015-08-01 00:00:00
LB,4852000,2015-08-01 00:00:00
AL,4652000,2015-08-01 00:00:00
AF,4107000,2015-08-01 00:00:00
GE,4082000,2015-08-01 00:00:00
CY,3938000,2015-08-01 00:00:00
IQ,3874000,2015-08-01 00:00:00
TT,3804000,2015-08-01 00:00:00
JO,3648000,2015-08-01 00:00:00
DZ,3498000,2015-08-01 00:00:00
OM,3483000,2015-08-01 00:00:00
CR,3453000,2015-08-01 00:00:00
JM,3419000,2015-08-01 00:00:00
KH,3378000,2015-08-01 00:00:00
MT,3366000,2015-08-01 00:00:00
IS,3312000,2015-08-01 00:00:00
BH,3068000,2015-08-01 00:00:00
DO,3048000,2015-08-01 00:00:00
EC,3042000,2015-08-01 00:00:00
AZ,3029000,2015-08-01 00:00:00
MU,3025000,2015-08-01 00:00:00
MM,3001000,2015-08-01 00:00:00
BY,2746000,2015-08-01 00:00:00
KZ,2682000,2015-08-01 00:00:00
PA,2562000,2015-08-01 00:00:00
TZ,2357000,2015-08-01 00:00:00
TN,2338000,2015-08-01 00:00:00
UY,2120000,2015-08-01 00:00:00
LU,1995000,2015-08-01 00:00:00
ET,1983000,2015-08-01 00:00:00
AM,1859000,2015-08-01 00:00:00
GT,1857000,2015-08-01 00:00:00
UG,1748000,2015-08-01 00:00:00
MD,1718000,2015-08-01 00:00:00
BN,1615000,2015-08-01 00:00:00
ME,1601000,2015-08-01 00:00:00
ZW,1419000,2015-08-01 00:00:00
MN,1391000,2015-08-01 00:00:00
SV,1300000,2015-08-01 00:00:00
BS,1230000,2015-08-01 00:00:00
HN,1227000,2015-08-01 00:00:00
BB,1217000,2015-08-01 00:00:00
AO,1147000,2015-08-01 00:00:00
BO,1064000,2015-08-01 00:00:00
ZM,1057000,2015-08-01 00:00:00
MV,1051000,2015-08-01 00:00:00
BW,1050000,2015-08-01 00:00:00
SD,1027000,2015-08-01 00:00:00
JE,975000,2015-08-01 00:00:00
PS,940000,2015-08-01 00:00:00
NA,886000,2015-08-01 00:00:00
IM,875000,2015-08-01 00:00:00
FJ,840000,2015-08-01 00:00:00
MO,840000,2015-08-01 00:00:00
PY,836000,2015-08-01 00:00:00
GU,814000,2015-08-01 00:00:00
SY,762000,2015-08-01 00:00:00
NI,708000,2015-08-01 00:00:00
PG,617000,2015-08-01 00:00:00
SR,608000,2015-08-01 00:00:00
LY,586000,2015-08-01 00:00:00
GG,568000,2015-08-01 00:00:00
CM,551000,2015-08-01 00:00:00
GY,548000,2015-08-01 00:00:00
MZ,516000,2015-08-01 00:00:00
UZ,515000,2015-08-01 00:00:00
CW,476000,2015-08-01 00:00:00
RW,456000,2015-08-01 00:00:00
BM,450000,2015-08-01 00:00:00
SN,449000,2015-08-01 00:00:00
KY,443000,2015-08-01 00:00:00
MW,440000,2015-08-01 00:00:00
BZ,435000,2015-08-01 00:00:00
YE,423000,2015-08-01 00:00:00
LA,418000,2015-08-01 00:00:00
AW,415000,2015-08-01 00:00:00
SO,399000,2015-08-01 00:00:00
KG,396000,2015-08-01 00:00:00
BT,380000,2015-08-01 00:00:00
HT,361000,2015-08-01 00:00:00
CI,360000,2015-08-01 00:00:00
AG,338000,2015-08-01 00:00:00
RE,328000,2015-08-01 00:00:00
VI,327000,2015-08-01 00:00:00
GI,320000,2015-08-01 00:00:00
LC,316000,2015-08-01 00:00:00
FO,313000,2015-08-01 00:00:00
TM,309000,2015-08-01 00:00:00
CU,293000,2015-08-01 00:00:00
LR,284000,2015-08-01 00:00:00
MG,241000,2015-08-01 00:00:00
GD,236000,2015-08-01 00:00:00
DJ,234000,2015-08-01 00:00:00
MQ,228000,2015-08-01 00:00:00
SC,215000,2015-08-01 00:00:00
DM,203000,2015-08-01 00:00:00
CD,201000,2015-08-01 00:00:00
KN,177000,2015-08-01 00:00:00
VC,176000,2015-08-01 00:00:00
LS,156000,2015-08-01 00:00:00
SX,152000,2015-08-01 00:00:00
VG,145000,2015-08-01 00:00:00
TJ,139000,2015-08-01 00:00:00
GM,135000,2015-08-01 00:00:00
MC,132000,2015-08-01 00:00:00
GP,131000,2015-08-01 00:00:00
SL,129000,2015-08-01 00:00:00
AX,125000,2015-08-01 00:00:00
BJ,115000,2015-08-01 00:00:00
NC,114000,2015-08-01 00:00:00
PF,107000,2015-08-01 00:00:00
TC,107000,2015-08-01 00:00:00
SS,104000,2015-08-01 00:00:00
SZ,104000,2015-08-01 00:00:00
XK,96000,2015-08-01 00:00:00
ML,95000,2015-08-01 00:00:00
GA,93000,2015-08-01 00:00:00
GL,83000,2015-08-01 00:00:00
MR,80000,2015-08-01 00:00:00
VU,78000,2015-08-01 00:00:00
AD,78000,2015-08-01 00:00:00
CV,76000,2015-08-01 00:00:00
GN,75000,2015-08-01 00:00:00
BF,73000,2015-08-01 00:00:00
TL,72000,2015-08-01 00:00:00
MP,72000,2015-08-01 00:00:00
TG,69000,2015-08-01 00:00:00
LI,66000,2015-08-01 00:00:00
BQ,66000,2015-08-01 00:00:00
PW,65000,2015-08-01 00:00:00
AS,64000,2015-08-01 00:00:00
NE,54000,2015-08-01 00:00:00
SB,54000,2015-08-01 00:00:00
CG,51000,2015-08-01 00:00:00
WS,50000,2015-08-01 00:00:00
GF,48000,2015-08-01 00:00:00
MF,39000,2015-08-01 00:00:00
FM,39000,2015-08-01 00:00:00
BI,33000,2015-08-01 00:00:00
MH,33000,2015-08-01 00:00:00
AI,31000,2015-08-01 00:00:00
CK,29000,2015-08-01 00:00:00
SM,25000,2015-08-01 00:00:00
GQ,25000,2015-08-01 00:00:00
TO,23000,2015-08-01 00:00:00
BL,20000,2015-08-01 00:00:00
FK,18000,2015-08-01 00:00:00
TD,17000,2015-08-01 00:00:00
KI,17000,2015-08-01 00:00:00
YT,14000,2015-08-01 00:00:00
ER,12000,2015-08-01 00:00:00
KP,11000,2015-08-01 00:00:00
VA,10000,2015-08-01 00:00:00
PM,9000,2015-08-01 00:00:00
NR,8000,2015-08-01 00:00:00
GW,7000,2015-08-01 00:00:00
MS,7000,2015-08-01 00:00:00
CF,6000,2015-08-01 00:00:00
ST,5000,2015-08-01 00:00:00
KM,5000,2015-08-01 00:00:00
IO,2000,2015-08-01 00:00:00
TV,2000,2015-08-01 00:00:00
NU,2000,2015-08-01 00:00:00
WF,1000,2015-08-01 00:00:00
CX,1000,2015-08-01 00:00:00
SH,1000,2015-08-01 00:00:00
US,3431834000,2015-09-01 00:00:00
GB,749422000,2015-09-01 00:00:00
IN,445264000,2015-09-01 00:00:00
CA,349782000,2015-09-01 00:00:00
AU,226467000,2015-09-01 00:00:00
IR,188127000,2015-09-01 00:00:00
FR,175565000,2015-09-01 00:00:00
DE,160664000,2015-09-01 00:00:00
PH,102060000,2015-09-01 00:00:00
--,94711000,2015-09-01 00:00:00
NL,64209000,2015-09-01 00:00:00
IE,55884000,2015-09-01 00:00:00
SG,54853000,2015-09-01 00:00:00
MY,53329000,2015-09-01 00:00:00
IT,53198000,2015-09-01 00:00:00
SE,52575000,2015-09-01 00:00:00
CN,50247000,2015-09-01 00:00:00
BR,50216000,2015-09-01 00:00:00
RU,50072000,2015-09-01 00:00:00
NO,47510000,2015-09-01 00:00:00
ID,45300000,2015-09-01 00:00:00
JP,45277000,2015-09-01 00:00:00
NZ,42227000,2015-09-01 00:00:00
ES,41679000,2015-09-01 00:00:00
ZA,41385000,2015-09-01 00:00:00
PK,40096000,2015-09-01 00:00:00
KR,38491000,2015-09-01 00:00:00
PL,36287000,2015-09-01 00:00:00
MX,35993000,2015-09-01 00:00:00
TR,32289000,2015-09-01 00:00:00
GR,30734000,2015-09-01 00:00:00
FI,29141000,2015-09-01 00:00:00
HK,28793000,2015-09-01 00:00:00
RO,28672000,2015-09-01 00:00:00
DK,28528000,2015-09-01 00:00:00
AE,28431000,2015-09-01 00:00:00
TH,26939000,2015-09-01 00:00:00
BE,23474000,2015-09-01 00:00:00
VN,22675000,2015-09-01 00:00:00
SA,22472000,2015-09-01 00:00:00
CH,21753000,2015-09-01 00:00:00
IL,21443000,2015-09-01 00:00:00
UA,20765000,2015-09-01 00:00:00
TW,20671000,2015-09-01 00:00:00
PT,18093000,2015-09-01 00:00:00
RS,17946000,2015-09-01 00:00:00
BG,17046000,2015-09-01 00:00:00
CZ,16135000,2015-09-01 00:00:00
HU,15883000,2015-09-01 00:00:00
HR,15838000,2015-09-01 00:00:00
AR,15106000,2015-09-01 00:00:00
AT,14616000,2015-09-01 00:00:00
NG,14018000,2015-09-01 00:00:00
BD,13238000,2015-09-01 00:00:00
EG,12683000,2015-09-01 00:00:00
CO,10236000,2015-09-01 00:00:00
CL,9408000,2015-09-01 00:00:00
LK,9381000,2015-09-01 00:00:00
SI,8230000,2015-09-01 00:00:00
SK,7487000,2015-09-01 00:00:00
KE,7477000,2015-09-01 00:00:00
LT,7344000,2015-09-01 00:00:00
PE,7150000,2015-09-01 00:00:00
QA,6340000,2015-09-01 00:00:00
LV,6285000,2015-09-01 00:00:00
PR,5933000,2015-09-01 00:00:00
EE,5928000,2015-09-01 00:00:00
NP,5871000,2015-09-01 00:00:00
KW,5769000,2015-09-01 00:00:00
BA,5417000,2015-09-01 00:00:00
GH,5382000,2015-09-01 00:00:00
VE,5326000,2015-09-01 00:00:00
MA,5261000,2015-09-01 00:00:00
LB,4802000,2015-09-01 00:00:00
MK,4761000,2015-09-01 00:00:00
AF,4639000,2015-09-01 00:00:00
AL,4482000,2015-09-01 00:00:00
GE,4443000,2015-09-01 00:00:00
TT,4126000,2015-09-01 00:00:00
JM,4106000,2015-09-01 00:00:00
CY,3834000,2015-09-01 00:00:00
DZ,3788000,2015-09-01 00:00:00
IS,3607000,2015-09-01 00:00:00
OM,3520000,2015-09-01 00:00:00
IQ,3478000,2015-09-01 00:00:00
JO,3371000,2015-09-01 00:00:00
CR,3242000,2015-09-01 00:00:00
MT,3239000,2015-09-01 00:00:00
BH,3140000,2015-09-01 00:00:00
KH,3134000,2015-09-01 00:00:00
DO,3023000,2015-09-01 00:00:00
MU,2983000,2015-09-01 00:00:00
EC,2948000,2015-09-01 00:00:00
KZ,2942000,2015-09-01 00:00:00
MM,2933000,2015-09-01 00:00:00
BY,2704000,2015-09-01 00:00:00
AZ,2585000,2015-09-01 00:00:00
PA,2470000,2015-09-01 00:00:00
LU,2244000,2015-09-01 00:00:00
TZ,2229000,2015-09-01 00:00:00
UG,2123000,2015-09-01 00:00:00
TN,2075000,2015-09-01 00:00:00
UY,1962000,2015-09-01 00:00:00
AM,1825000,2015-09-01 00:00:00
GT,1723000,2015-09-01 00:00:00
ZW,1697000,2015-09-01 00:00:00
BN,1673000,2015-09-01 00:00:00
MD,1663000,2015-09-01 00:00:00
MN,1454000,2015-09-01 00:00:00
ME,1367000,2015-09-01 00:00:00
ET,1362000,2015-09-01 00:00:00
SV,1276000,2015-09-01 00:00:00
BB,1262000,2015-09-01 00:00:00
BS,1256000,2015-09-01 00:00:00
HN,1237000,2015-09-01 00:00:00
AO,1202000,2015-09-01 00:00:00
ZM,1081000,2015-09-01 00:00:00
BW,1044000,2015-09-01 00:00:00
MV,1015000,2015-09-01 00:00:00
BO,1004000,2015-09-01 00:00:00
PS,956000,2015-09-01 00:00:00
NA,951000,2015-09-01 00:00:00
JE,947000,2015-09-01 00:00:00
FJ,945000,2015-09-01 00:00:00
MO,903000,2015-09-01 00:00:00
SD,886000,2015-09-01 00:00:00
IM,842000,2015-09-01 00:00:00
GY,812000,2015-09-01 00:00:00
GU,794000,2015-09-01 00:00:00
PY,785000,2015-09-01 00:00:00
NI,717000,2015-09-01 00:00:00
SR,626000,2015-09-01 00:00:00
SY,618000,2015-09-01 00:00:00
CM,608000,2015-09-01 00:00:00
BZ,569000,2015-09-01 00:00:00
LY,559000,2015-09-01 00:00:00
GG,552000,2015-09-01 00:00:00
PG,544000,2015-09-01 00:00:00
UZ,528000,2015-09-01 00:00:00
MZ,514000,2015-09-01 00:00:00
RW,485000,2015-09-01 00:00:00
CW,464000,2015-09-01 00:00:00
YE,427000,2015-09-01 00:00:00
BM,422000,2015-09-01 00:00:00
LA,410000,2015-09-01 00:00:00
BT,408000,2015-09-01 00:00:00
AG,402000,2015-09-01 00:00:00
KG,400000,2015-09-01 00:00:00
KY,400000,2015-09-01 00:00:00
AW,393000,2015-09-01 00:00:00
CU,392000,2015-09-01 00:00:00
MW,392000,2015-09-01 00:00:00
SO,382000,2015-09-01 00:00:00
SN,373000,2015-09-01 00:00:00
HT,363000,2015-09-01 00:00:00
LR,361000,2015-09-01 00:00:00
LC,360000,2015-09-01 00:00:00
GD,348000,2015-09-01 00:00:00
GI,338000,2015-09-01 00:00:00
VI,322000,2015-09-01 00:00:00
CI,318000,2015-09-01 00:00:00
FO,298000,2015-09-01 00:00:00
RE,282000,2015-09-01 00:00:00
TM,281000,2015-09-01 00:00:00
DJ,263000,2015-09-01 00:00:00
DM,233000,2015-09-01 00:00:00
MG,230000,2015-09-01 00:00:00
KN,202000,2015-09-01 00:00:00
VC,202000,2015-09-01 00:00:00
SC,191000,2015-09-01 00:00:00
CD,188000,2015-09-01 00:00:00
LS,174000,2015-09-01 00:00:00
TJ,173000,2015-09-01 00:00:00
SX,151000,2015-09-01 00:00:00
SZ,150000,2015-09-01 00:00:00
MC,144000,2015-09-01 00:00:00
SL,132000,2015-09-01 00:00:00
GP,130000,2015-09-01 00:00:00
GM,129000,2015-09-01 00:00:00
BJ,126000,2015-09-01 00:00:00
MQ,123000,2015-09-01 00:00:00
MP,117000,2015-09-01 00:00:00
AX,116000,2015-09-01 00:00:00
NC,115000,2015-09-01 00:00:00
TC,108000,2015-09-01 00:00:00
VG,105000,2015-09-01 00:00:00
PF,104000,2015-09-01 00:00:00
SS,104000,2015-09-01 00:00:00
XK,97000,2015-09-01 00:00:00
TL,95000,2015-09-01 00:00:00
ML,91000,2015-09-01 00:00:00
AD,86000,2015-09-01 00:00:00
GA,84000,2015-09-01 00:00:00
AS,78000,2015-09-01 00:00:00
GL,78000,2015-09-01 00:00:00
VU,77000,2015-09-01 00:00:00
MR,76000,2015-09-01 00:00:00
LI,75000,2015-09-01 00:00:00
BQ,74000,2015-09-01 00:00:00
GN,74000,2015-09-01 00:00:00
CV,70000,2015-09-01 00:00:00
TG,69000,2015-09-01 00:00:00
MH,68000,2015-09-01 00:00:00
KI,66000,2015-09-01 00:00:00
BF,61000,2015-09-01 00:00:00
SB,58000,2015-09-01 00:00:00
GF,55000,2015-09-01 00:00:00
CG,53000,2015-09-01 00:00:00
NE,48000,2015-09-01 00:00:00
FM,48000,2015-09-01 00:00:00
WS,45000,2015-09-01 00:00:00
BI,38000,2015-09-01 00:00:00
AI,37000,2015-09-01 00:00:00
MF,33000,2015-09-01 00:00:00
CK,30000,2015-09-01 00:00:00
PW,27000,2015-09-01 00:00:00
GQ,25000,2015-09-01 00:00:00
SM,25000,2015-09-01 00:00:00
TO,21000,2015-09-01 00:00:00
FK,20000,2015-09-01 00:00:00
YT,19000,2015-09-01 00:00:00
ER,14000,2015-09-01 00:00:00
TD,14000,2015-09-01 00:00:00
BL,13000,2015-09-01 00:00:00
VA,11000,2015-09-01 00:00:00
KP,11000,2015-09-01 00:00:00
PM,9000,2015-09-01 00:00:00
MS,8000,2015-09-01 00:00:00
IO,8000,2015-09-01 00:00:00
NR,7000,2015-09-01 00:00:00
GW,6000,2015-09-01 00:00:00
CF,6000,2015-09-01 00:00:00
ST,5000,2015-09-01 00:00:00
KM,3000,2015-09-01 00:00:00
TV,2000,2015-09-01 00:00:00
NU,2000,2015-09-01 00:00:00
WF,2000,2015-09-01 00:00:00
CX,1000,2015-09-01 00:00:00
SH,1000,2015-09-01 00:00:00
SJ,1000,2015-09-01 00:00:00
NF,1000,2015-09-01 00:00:00
US,3429789000,2015-10-01 00:00:00
GB,806778000,2015-10-01 00:00:00
IN,448040000,2015-10-01 00:00:00
CA,374908000,2015-10-01 00:00:00
AU,233251000,2015-10-01 00:00:00
IR,195413000,2015-10-01 00:00:00
DE,165934000,2015-10-01 00:00:00
PH,98757000,2015-10-01 00:00:00
FR,98581000,2015-10-01 00:00:00
NL,69794000,2015-10-01 00:00:00
--,69350000,2015-10-01 00:00:00
BR,66892000,2015-10-01 00:00:00
MY,57969000,2015-10-01 00:00:00
SE,57049000,2015-10-01 00:00:00
IE,56088000,2015-10-01 00:00:00
IT,54369000,2015-10-01 00:00:00
SG,54331000,2015-10-01 00:00:00
RU,51587000,2015-10-01 00:00:00
JP,51350000,2015-10-01 00:00:00
NO,50853000,2015-10-01 00:00:00
ID,47719000,2015-10-01 00:00:00
ES,46784000,2015-10-01 00:00:00
CN,45339000,2015-10-01 00:00:00
PK,44201000,2015-10-01 00:00:00
NZ,41707000,2015-10-01 00:00:00
ZA,39638000,2015-10-01 00:00:00
PL,37555000,2015-10-01 00:00:00
MX,36839000,2015-10-01 00:00:00
KR,34694000,2015-10-01 00:00:00
RO,34646000,2015-10-01 00:00:00
TR,34618000,2015-10-01 00:00:00
HK,30820000,2015-10-01 00:00:00
GR,30537000,2015-10-01 00:00:00
FI,30409000,2015-10-01 00:00:00
AE,30074000,2015-10-01 00:00:00
DK,29267000,2015-10-01 00:00:00
TH,26690000,2015-10-01 00:00:00
BE,25240000,2015-10-01 00:00:00
SA,24328000,2015-10-01 00:00:00
TW,22701000,2015-10-01 00:00:00
CH,22651000,2015-10-01 00:00:00
IL,22173000,2015-10-01 00:00:00
VN,21114000,2015-10-01 00:00:00
UA,19481000,2015-10-01 00:00:00
CZ,18589000,2015-10-01 00:00:00
PT,18581000,2015-10-01 00:00:00
RS,17744000,2015-10-01 00:00:00
HU,17430000,2015-10-01 00:00:00
NG,16877000,2015-10-01 00:00:00
AT,15643000,2015-10-01 00:00:00
HR,15492000,2015-10-01 00:00:00
AR,15124000,2015-10-01 00:00:00
BD,14769000,2015-10-01 00:00:00
LT,14528000,2015-10-01 00:00:00
EG,13868000,2015-10-01 00:00:00
BG,12875000,2015-10-01 00:00:00
CO,10602000,2015-10-01 00:00:00
LK,9685000,2015-10-01 00:00:00
CL,9555000,2015-10-01 00:00:00
SK,8814000,2015-10-01 00:00:00
KE,8385000,2015-10-01 00:00:00
SI,8343000,2015-10-01 00:00:00
QA,6857000,2015-10-01 00:00:00
PE,6785000,2015-10-01 00:00:00
AF,6762000,2015-10-01 00:00:00
LV,6504000,2015-10-01 00:00:00
EE,6315000,2015-10-01 00:00:00
KW,6252000,2015-10-01 00:00:00
PR,5999000,2015-10-01 00:00:00
GH,5814000,2015-10-01 00:00:00
NP,5584000,2015-10-01 00:00:00
GE,5416000,2015-10-01 00:00:00
BA,5371000,2015-10-01 00:00:00
VE,5350000,2015-10-01 00:00:00
MA,5323000,2015-10-01 00:00:00
LB,5241000,2015-10-01 00:00:00
MK,4919000,2015-10-01 00:00:00
AL,4660000,2015-10-01 00:00:00
JM,4488000,2015-10-01 00:00:00
KZ,4488000,2015-10-01 00:00:00
IQ,4407000,2015-10-01 00:00:00
TT,4209000,2015-10-01 00:00:00
OM,3988000,2015-10-01 00:00:00
JO,3950000,2015-10-01 00:00:00
DZ,3811000,2015-10-01 00:00:00
IS,3646000,2015-10-01 00:00:00
CR,3609000,2015-10-01 00:00:00
BH,3399000,2015-10-01 00:00:00
MT,3375000,2015-10-01 00:00:00
CY,3369000,2015-10-01 00:00:00
DO,3004000,2015-10-01 00:00:00
EC,2975000,2015-10-01 00:00:00
MU,2956000,2015-10-01 00:00:00
MM,2935000,2015-10-01 00:00:00
BY,2906000,2015-10-01 00:00:00
AZ,2557000,2015-10-01 00:00:00
PA,2534000,2015-10-01 00:00:00
KH,2411000,2015-10-01 00:00:00
TN,2364000,2015-10-01 00:00:00
UG,2249000,2015-10-01 00:00:00
TZ,2243000,2015-10-01 00:00:00
LU,2168000,2015-10-01 00:00:00
UY,2056000,2015-10-01 00:00:00
AM,1959000,2015-10-01 00:00:00
ET,1892000,2015-10-01 00:00:00
MD,1779000,2015-10-01 00:00:00
BN,1764000,2015-10-01 00:00:00
ZW,1698000,2015-10-01 00:00:00
GT,1617000,2015-10-01 00:00:00
MN,1572000,2015-10-01 00:00:00
BB,1443000,2015-10-01 00:00:00
HN,1397000,2015-10-01 00:00:00
AO,1297000,2015-10-01 00:00:00
SV,1282000,2015-10-01 00:00:00
ME,1279000,2015-10-01 00:00:00
BS,1243000,2015-10-01 00:00:00
ZM,1116000,2015-10-01 00:00:00
SD,1057000,2015-10-01 00:00:00
PS,1023000,2015-10-01 00:00:00
BW,1017000,2015-10-01 00:00:00
MV,1007000,2015-10-01 00:00:00
BO,1004000,2015-10-01 00:00:00
FJ,994000,2015-10-01 00:00:00
MO,987000,2015-10-01 00:00:00
JE,957000,2015-10-01 00:00:00
IM,860000,2015-10-01 00:00:00
NA,851000,2015-10-01 00:00:00
PY,813000,2015-10-01 00:00:00
GU,796000,2015-10-01 00:00:00
GY,785000,2015-10-01 00:00:00
NI,716000,2015-10-01 00:00:00
SY,713000,2015-10-01 00:00:00
LY,649000,2015-10-01 00:00:00
CM,634000,2015-10-01 00:00:00
UZ,628000,2015-10-01 00:00:00
SR,600000,2015-10-01 00:00:00
PG,575000,2015-10-01 00:00:00
BZ,561000,2015-10-01 00:00:00
GG,553000,2015-10-01 00:00:00
RW,535000,2015-10-01 00:00:00
SN,504000,2015-10-01 00:00:00
YE,498000,2015-10-01 00:00:00
LA,493000,2015-10-01 00:00:00
MZ,487000,2015-10-01 00:00:00
KG,466000,2015-10-01 00:00:00
CW,456000,2015-10-01 00:00:00
SO,437000,2015-10-01 00:00:00
CI,434000,2015-10-01 00:00:00
LC,433000,2015-10-01 00:00:00
KY,426000,2015-10-01 00:00:00
BM,416000,2015-10-01 00:00:00
MW,411000,2015-10-01 00:00:00
LI,407000,2015-10-01 00:00:00
AW,406000,2015-10-01 00:00:00
BT,405000,2015-10-01 00:00:00
LR,397000,2015-10-01 00:00:00
AG,396000,2015-10-01 00:00:00
HT,360000,2015-10-01 00:00:00
GD,354000,2015-10-01 00:00:00
CU,347000,2015-10-01 00:00:00
VI,333000,2015-10-01 00:00:00
GI,327000,2015-10-01 00:00:00
FO,319000,2015-10-01 00:00:00
RE,290000,2015-10-01 00:00:00
DM,282000,2015-10-01 00:00:00
MG,273000,2015-10-01 00:00:00
TJ,266000,2015-10-01 00:00:00
TM,249000,2015-10-01 00:00:00
DJ,226000,2015-10-01 00:00:00
KN,211000,2015-10-01 00:00:00
VC,204000,2015-10-01 00:00:00
CD,202000,2015-10-01 00:00:00
SC,189000,2015-10-01 00:00:00
GP,181000,2015-10-01 00:00:00
LS,168000,2015-10-01 00:00:00
SZ,155000,2015-10-01 00:00:00
SX,153000,2015-10-01 00:00:00
MP,152000,2015-10-01 00:00:00
GM,150000,2015-10-01 00:00:00
SL,142000,2015-10-01 00:00:00
BJ,138000,2015-10-01 00:00:00
MC,135000,2015-10-01 00:00:00
PF,126000,2015-10-01 00:00:00
AX,125000,2015-10-01 00:00:00
MR,118000,2015-10-01 00:00:00
MQ,117000,2015-10-01 00:00:00
XK,115000,2015-10-01 00:00:00
VG,113000,2015-10-01 00:00:00
TC,112000,2015-10-01 00:00:00
NC,109000,2015-10-01 00:00:00
TL,103000,2015-10-01 00:00:00
SS,95000,2015-10-01 00:00:00
ML,94000,2015-10-01 00:00:00
BQ,90000,2015-10-01 00:00:00
GA,89000,2015-10-01 00:00:00
AD,83000,2015-10-01 00:00:00
AS,83000,2015-10-01 00:00:00
BF,78000,2015-10-01 00:00:00
GL,77000,2015-10-01 00:00:00
CV,75000,2015-10-01 00:00:00
TG,72000,2015-10-01 00:00:00
VU,70000,2015-10-01 00:00:00
GN,62000,2015-10-01 00:00:00
SB,58000,2015-10-01 00:00:00
GF,56000,2015-10-01 00:00:00
NE,52000,2015-10-01 00:00:00
FM,47000,2015-10-01 00:00:00
AI,41000,2015-10-01 00:00:00
BI,40000,2015-10-01 00:00:00
MH,38000,2015-10-01 00:00:00
CG,38000,2015-10-01 00:00:00
WS,35000,2015-10-01 00:00:00
MF,34000,2015-10-01 00:00:00
CK,29000,2015-10-01 00:00:00
TO,27000,2015-10-01 00:00:00
GQ,27000,2015-10-01 00:00:00
PW,26000,2015-10-01 00:00:00
SM,23000,2015-10-01 00:00:00
ER,22000,2015-10-01 00:00:00
FK,20000,2015-10-01 00:00:00
YT,18000,2015-10-01 00:00:00
VA,14000,2015-10-01 00:00:00
BL,13000,2015-10-01 00:00:00
IO,11000,2015-10-01 00:00:00
TD,11000,2015-10-01 00:00:00
KP,9000,2015-10-01 00:00:00
PM,8000,2015-10-01 00:00:00
